crc32,item
2791539565,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX13 B25
1063965399,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX13 B26
1215160897,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX13 B27
3637706704,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX13 B28
2950025030,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX13 B29
3474081443,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX13 B30
3088414261,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX13 B31
555493263,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX13 B32
1444615961,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX13 B33
3363799738,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX13 B34
3212358188,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX13 B35
555284966,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B01
3088164956,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B02
3474364618,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B03
1366429033,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B04
645217791,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B05
3212602437,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B06
3363527891,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B07
1489256770,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B08
801337812,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B09
1325725745,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B10
939772071,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B11
2701826333,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B12
3591219595,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B13
1214856232,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B14
1064176830,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B15
2791791876,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B16
3512757650,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B17
1105162243,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B18
920141973,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B19
1680452594,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B20
321821540,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B21
2317863646,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B22
4246796872,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B23
1665429483,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B24
339959677,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B25
2370440903,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B26
4199366225,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B27
1794253760,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B28
502600534,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B29
2100468403,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B30
171289125,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B31
2470247327,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B32
3829123849,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B33
2053070506,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B34
223899196,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX14 B35
477679702,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B01
2238808556,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B02
4067864954,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B03
1813128409,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B04
454366287,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B05
2182890997,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B06
4112217443,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B07
1705273586,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B08
312694884,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B09
1919209857,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B10
90431767,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B11
2624237741,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B12
3949822011,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B13
1963529624,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B14
34481422,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B15
2600957108,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B16
3959440418,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B17
2092915123,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B18
196634917,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B19
1497989698,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B20
776909524,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B21
3074941806,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B22
3225474040,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B23
1579435611,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B24
690190029,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B25
2955552631,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B26
3341621217,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B27
1469188720,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B28
546650854,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B29
1079161603,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B30
928351125,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B31
2925318703,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B32
3646677689,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B33
1195341594,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B34
808994700,!LTERF.RX.USER RFIC GAIN SWITCHING POINT OFFSET RX15 B35
557938062,!LTERF.TX.HPUE POWER CLASS TX0
3390757107,!LTERF.TX.HPUE POWER CLASS SLO
1447445784,!LTERF.TX.HPUE POWER CLASS TX1
767992624,!LTERF.TX.CONDUCTION OFFSET TX0
1522635686,!LTERF.TX.CONDUCTION OFFSET TX1
2861343664,!LTERF.TX.CONDUCTION OFFSET PC2 TX0
3716911910,!LTERF.TX.CONDUCTION OFFSET PC2 TX1
3528531751,!LTERF.TX.USER DSP MPR OFFSET TX0 B01
1264078493,!LTERF.TX.USER DSP MPR OFFSET TX0 B02
1012891147,!LTERF.TX.USER DSP MPR OFFSET TX0 B03
2721835944,!LTERF.TX.USER DSP MPR OFFSET TX0 B04
3577535294,!LTERF.TX.USER DSP MPR OFFSET TX0 B05
1278577284,!LTERF.TX.USER DSP MPR OFFSET TX0 B06
993180178,!LTERF.TX.USER DSP MPR OFFSET TX0 B07
2878187395,!LTERF.TX.USER DSP MPR OFFSET TX0 B08
3700070165,!LTERF.TX.USER DSP MPR OFFSET TX0 B09
3159170800,!LTERF.TX.USER DSP MPR OFFSET TX0 B10
3410636390,!LTERF.TX.USER DSP MPR OFFSET TX0 B11
1380155356,!LTERF.TX.USER DSP MPR OFFSET TX0 B12
625233738,!LTERF.TX.USER DSP MPR OFFSET TX0 B13
3139492585,!LTERF.TX.USER DSP MPR OFFSET TX0 B14
3425167999,!LTERF.TX.USER DSP MPR OFFSET TX0 B15
1429126085,!LTERF.TX.USER DSP MPR OFFSET TX0 B16
573147987,!LTERF.TX.USER DSP MPR OFFSET TX0 B17
2996213442,!LTERF.TX.USER DSP MPR OFFSET TX0 B18
3314656852,!LTERF.TX.USER DSP MPR OFFSET TX0 B19
2539670835,!LTERF.TX.USER DSP MPR OFFSET TX0 B20
3764878757,!LTERF.TX.USER DSP MPR OFFSET TX0 B21
2037263391,!LTERF.TX.USER DSP MPR OFFSET TX0 B22
241769609,!LTERF.TX.USER DSP MPR OFFSET TX0 B23
2416806186,!LTERF.TX.USER DSP MPR OFFSET TX0 B24
3876239804,!LTERF.TX.USER DSP MPR OFFSET TX0 B25
2114185222,!LTERF.TX.USER DSP MPR OFFSET TX0 B26
151312528,!LTERF.TX.USER DSP MPR OFFSET TX0 B27
2579219713,!LTERF.TX.USER DSP MPR OFFSET TX0 B28
4005361047,!LTERF.TX.USER DSP MPR OFFSET TX0 B29
2390457458,!LTERF.TX.USER DSP MPR OFFSET TX0 B30
4185672932,!LTERF.TX.USER DSP MPR OFFSET TX0 B31
1618287966,!LTERF.TX.USER DSP MPR OFFSET TX0 B32
393358792,!LTERF.TX.USER DSP MPR OFFSET TX0 B33
2299967595,!LTERF.TX.USER DSP MPR OFFSET TX0 B34
4262562045,!LTERF.TX.USER DSP MPR OFFSET TX0 B35
4012979863,!LTERF.TX.USER DSP MPR OFFSET TX1 B01
1983407917,!LTERF.TX.USER DSP MPR OFFSET TX1 B02
20928443,!LTERF.TX.USER DSP MPR OFFSET TX1 B03
2673590808,!LTERF.TX.USER DSP MPR OFFSET TX1 B04
3898405518,!LTERF.TX.USER DSP MPR OFFSET TX1 B05
1901437748,!LTERF.TX.USER DSP MPR OFFSET TX1 B06
106075042,!LTERF.TX.USER DSP MPR OFFSET TX1 B07
2532150835,!LTERF.TX.USER DSP MPR OFFSET TX1 B08
3790257829,!LTERF.TX.USER DSP MPR OFFSET TX1 B09
2167224128,!LTERF.TX.USER DSP MPR OFFSET TX1 B10
4129949654,!LTERF.TX.USER DSP MPR OFFSET TX1 B11
1864586860,!LTERF.TX.USER DSP MPR OFFSET TX1 B12
405038842,!LTERF.TX.USER DSP MPR OFFSET TX1 B13
2252403545,!LTERF.TX.USER DSP MPR OFFSET TX1 B14
4048012239,!LTERF.TX.USER DSP MPR OFFSET TX1 B15
1749979765,!LTERF.TX.USER DSP MPR OFFSET TX1 B16
524919523,!LTERF.TX.USER DSP MPR OFFSET TX1 B17
2415312754,!LTERF.TX.USER DSP MPR OFFSET TX1 B18
4176580580,!LTERF.TX.USER DSP MPR OFFSET TX1 B19
2852152451,!LTERF.TX.USER DSP MPR OFFSET TX1 B20
3708245013,!LTERF.TX.USER DSP MPR OFFSET TX1 B21
1141769647,!LTERF.TX.USER DSP MPR OFFSET TX1 B22
856241465,!LTERF.TX.USER DSP MPR OFFSET TX1 B23
2909642906,!LTERF.TX.USER DSP MPR OFFSET TX1 B24
3664416780,!LTERF.TX.USER DSP MPR OFFSET TX1 B25
1130611126,!LTERF.TX.USER DSP MPR OFFSET TX1 B26
879030560,!LTERF.TX.USER DSP MPR OFFSET TX1 B27
2765876401,!LTERF.TX.USER DSP MPR OFFSET TX1 B28
3554466855,!LTERF.TX.USER DSP MPR OFFSET TX1 B29
3004913090,!LTERF.TX.USER DSP MPR OFFSET TX1 B30
952443856,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B01
2714530410,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B02
3603645180,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B03
1219483487,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B04
1068033993,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B05
2795615859,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B06
3517351653,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B07
1092197236,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B08
907979746,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B09
1457070599,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B10
568201873,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B11
3101115179,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B12
3486544829,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B13
1370809886,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B14
649320072,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B15
3216672562,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B16
3367876516,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B17
1476569653,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B18
788896419,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B19
2113171908,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B20
183714130,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B21
2482639080,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B22
3841794174,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B23
2056893917,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B24
228492619,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B25
2492978417,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B26
3817923687,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B27
1932524022,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B28
69781856,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B29
1693401221,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B30
334000147,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B31
2330010025,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B32
4259713343,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B33
1669498012,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B34
344306698,!LTERF.TX.USER DSP MPR INTRA_CA OFFSET TX B35
2355548260,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B01
359629278,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B02
1651028296,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B03
4228654315,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B04
2332759165,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B05
302138823,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B06
1694856529,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B07
4122634432,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B08
2193446998,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B09
3799699891,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B10
2508054821,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B11
208973983,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B12
2071166985,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B13
3843495338,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B14
2450531644,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B15
186217606,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B16
2082358288,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B17
3969997185,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B18
2611374359,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B19
3377955440,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B20
3192959718,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B21
660202332,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B22
1348391882,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B23
3459925609,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B24
3107813119,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B25
540288837,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B26
1462966227,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B27
3347843650,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B28
2961914580,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B29
3494687537,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B30
2806743975,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B31
1044566557,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B32
1229316747,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B33
3609294632,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B34
2686863294,!LTERF.TX.USER DSP MPR OFFSET ULCA Non Contigous TX B35
1873845730,!LTERF.TX.ADDITIONAL USER CASE NUMBER TX
4185933457,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B01
1619597099,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B02
395192253,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B03
2313859614,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B04
4276978312,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B05
1743049522,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B06
283370404,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B07
2153578037,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B08
4149989027,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B09
2543601478,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B10
3768285136,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B11
2039621226,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B12
244651772,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B13
2431746911,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B14
3891704777,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B15
2130698867,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B16
167301861,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B17
2571620212,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B18
3997237218,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B19
3165721733,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B20
3417711635,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B21
1388279209,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B22
632833343,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B23
3151810716,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B24
3436961802,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B25
1439871408,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B26
584417574,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B27
2993331383,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B28
3312299041,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B29
2779391428,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B30
3534558546,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B31
1269056744,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B32
1017345150,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B33
2731008477,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B34
3586183499,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX0 B35
3303042849,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B01
1575567003,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B02
720244237,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B03
3028982702,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B04
3280841528,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B05
1518664322,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B06
763611668,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B07
3174881157,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B08
3392923411,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B09
2868670198,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B10
3724238432,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B11
1156714458,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B12
871710540,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B13
2912004847,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B14
3667303033,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B15
1134545859,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B16
882441045,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B17
2754078404,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B18
3542144594,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B19
2177973557,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B20
4141223331,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B21
1876909081,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B22
416836751,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B23
2260531500,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B24
4055615930,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B25
1756534784,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B26
531998870,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B27
2399843591,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B28
4161635729,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B29
2563378292,!LTERF.TX.ADDITIONAL USER CASE OFFSET TX1 B30
3443102964,!LTERF.TX.USER MPR MC PUSCH OFFSET TX0
3124667490,!LTERF.TX.USER MPR MC PUSCH OFFSET TX1
1195229922,!LTERF.TX.USER TEMP OFFSET TX0 B01
3727987544,!LTERF.TX.USER TEMP OFFSET TX0 B02
2838733774,!LTERF.TX.USER TEMP OFFSET TX0 B03
928462445,!LTERF.TX.USER TEMP OFFSET TX0 B04
1078986491,!LTERF.TX.USER TEMP OFFSET TX0 B05
3646510913,!LTERF.TX.USER TEMP OFFSET TX0 B06
2925422551,!LTERF.TX.USER TEMP OFFSET TX0 B07
1054964294,!LTERF.TX.USER TEMP OFFSET TX0 B08
1239829200,!LTERF.TX.USER TEMP OFFSET TX0 B09
690078517,!LTERF.TX.USER TEMP OFFSET TX0 B10
1579611043,!LTERF.TX.USER TEMP OFFSET TX0 B11
3341787673,!LTERF.TX.USER TEMP OFFSET TX0 B12
2955448975,!LTERF.TX.USER TEMP OFFSET TX0 B13
776734508,!LTERF.TX.USER TEMP OFFSET TX0 B14
1498101690,!LTERF.TX.USER TEMP OFFSET TX0 B15
3225576960,!LTERF.TX.USER TEMP OFFSET TX0 B16
3074774678,!LTERF.TX.USER TEMP OFFSET TX0 B17
670714631,!LTERF.TX.USER TEMP OFFSET TX0 B18
1358789521,!LTERF.TX.USER TEMP OFFSET TX0 B19
34377974,!LTERF.TX.USER TEMP OFFSET TX0 B20
1963696224,!LTERF.TX.USER TEMP OFFSET TX0 B21
3959615962,!LTERF.TX.USER TEMP OFFSET TX0 B22
2600845644,!LTERF.TX.USER TEMP OFFSET TX0 B23
90264815,!LTERF.TX.USER TEMP OFFSET TX0 B24
1919313017,!LTERF.TX.USER TEMP OFFSET TX0 B25
3949934019,!LTERF.TX.USER TEMP OFFSET TX0 B26
2624062805,!LTERF.TX.USER TEMP OFFSET TX0 B27
215423172,!LTERF.TX.USER TEMP OFFSET TX0 B28
2077239378,!LTERF.TX.USER TEMP OFFSET TX0 B29
454533559,!LTERF.TX.USER TEMP OFFSET TX0 B30
1813025057,!LTERF.TX.USER TEMP OFFSET TX0 B31
4112105627,!LTERF.TX.USER TEMP OFFSET TX0 B32
2183065613,!LTERF.TX.USER TEMP OFFSET TX0 B33
477783470,!LTERF.TX.USER TEMP OFFSET TX0 B34
1803375928,!LTERF.TX.USER TEMP OFFSET TX0 B35
2052975442,!LTERF.TX.USER TEMP OFFSET TX1 B01
3813980904,!LTERF.TX.USER TEMP OFFSET TX1 B02
2488502910,!LTERF.TX.USER TEMP OFFSET TX1 B03
171384797,!LTERF.TX.USER TEMP OFFSET TX1 B04
2100309835,!LTERF.TX.USER TEMP OFFSET TX1 B05
3828973297,!LTERF.TX.USER TEMP OFFSET TX1 B06
2470334055,!LTERF.TX.USER TEMP OFFSET TX1 B07
58807286,!LTERF.TX.USER TEMP OFFSET TX1 B08
1954964320,!LTERF.TX.USER TEMP OFFSET TX1 B09
339864197,!LTERF.TX.USER TEMP OFFSET TX1 B10
1665587731,!LTERF.TX.USER TEMP OFFSET TX1 B11
4199517097,!LTERF.TX.USER TEMP OFFSET TX1 B12
2370353983,!LTERF.TX.USER TEMP OFFSET TX1 B13
321662620,!LTERF.TX.USER TEMP OFFSET TX1 B14
1680547338,!LTERF.TX.USER TEMP OFFSET TX1 B15
4246884272,!LTERF.TX.USER TEMP OFFSET TX1 B16
2317713190,!LTERF.TX.USER TEMP OFFSET TX1 B17
446325431,!LTERF.TX.USER TEMP OFFSET TX1 B18
1839026721,!LTERF.TX.USER TEMP OFFSET TX1 B19
1064089926,!LTERF.TX.USER TEMP OFFSET TX1 B20
1215007184,!LTERF.TX.USER TEMP OFFSET TX1 B21
3512916074,!LTERF.TX.USER TEMP OFFSET TX1 B22
2791696636,!LTERF.TX.USER TEMP OFFSET TX1 B23
939621727,!LTERF.TX.USER TEMP OFFSET TX1 B24
1325813193,!LTERF.TX.USER TEMP OFFSET TX1 B25
3591314547,!LTERF.TX.USER TEMP OFFSET TX1 B26
2701667557,!LTERF.TX.USER TEMP OFFSET TX1 B27
834089332,!LTERF.TX.USER TEMP OFFSET TX1 B28
1185939938,!LTERF.TX.USER TEMP OFFSET TX1 B29
645367815,!LTERF.TX.USER TEMP OFFSET TX1 B30
347845290,!LTERF.TX.USER FREQUENCY OFFSET TX0 B01
2377310992,!LTERF.TX.USER FREQUENCY OFFSET TX0 B02
4206220166,!LTERF.TX.USER FREQUENCY OFFSET TX0 B03
1691436581,!LTERF.TX.USER FREQUENCY OFFSET TX0 B04
332822195,!LTERF.TX.USER FREQUENCY OFFSET TX0 B05
2329880329,!LTERF.TX.USER FREQUENCY OFFSET TX0 B06
4258797471,!LTERF.TX.USER FREQUENCY OFFSET TX0 B07
1835469326,!LTERF.TX.USER FREQUENCY OFFSET TX0 B08
442514072,!LTERF.TX.USER FREQUENCY OFFSET TX0 B09
2057810813,!LTERF.TX.USER FREQUENCY OFFSET TX0 B10
228623339,!LTERF.TX.USER FREQUENCY OFFSET TX0 B11
2494157393,!LTERF.TX.USER FREQUENCY OFFSET TX0 B12
